[Settings]
Original Result File Name;rj-cg-res_20170927_084112.csv
Version;2.0
Project;
Protocol;rj-cg-res
Control File For Robot;C:\TECAN\Handshake
Log File;C:\ProgramData\RoboLector Agent\LAgent Settings\Logs\SimProtocol48_129483_Pipetting.csv
Max. Well Volume;2500
[Trigger Settings 1]
Trigger Index;0
28.09.2017;21.03609;122;A03;pCA Dosing (Delta.Time [h]);Dosing:A03;BioLector:A03;10;Dosing;Fixed;
28.09.2017;21.03609;122;B05;pCA Dosing (Delta.Time [h]);Dosing:B02;BioLector:B05;10;Dosing;Fixed;
28.09.2017;21.03609;122;B06;pCA Dosing (Delta.Time [h]);Dosing:B02;BioLector:B06;10;Dosing;Fixed;
28.09.2017;21.03609;122;B07;pCA Dosing (Delta.Time [h]);Dosing:B02;BioLector:B07;10;Dosing;Fixed;
28.09.2017;21.03609;122;B01;pCA Dosing (Delta.Time [h]);Dosing:B03;BioLector:B01;10;Dosing;Fixed;
28.09.2017;21.03609;122;B02;pCA Dosing (Delta.Time [h]);Dosing:B03;BioLector:B02;10;Dosing;Fixed;
28.09.2017;21.03609;122;B03;pCA Dosing (Delta.Time [h]);Dosing:B03;BioLector:B03;10;Dosing;Fixed;
28.09.2017;21.03609;122;B04;pCA Dosing (Delta.Time [h]);Dosing:B03;BioLector:B04;10;Dosing;Fixed;
28.09.2017;21.03609;122;C05;pCA Dosing (Delta.Time [h]);Dosing:C02;BioLector:C05;10;Dosing;Fixed;
28.09.2017;21.03609;122;C06;pCA Dosing (Delta.Time [h]);Dosing:C02;BioLector:C06;10;Dosing;Fixed;
28.09.2017;21.03609;122;C01;pCA Dosing (Delta.Time [h]);Dosing:C03;BioLector:C01;10;Dosing;Fixed;
28.09.2017;21.03609;122;C02;pCA Dosing (Delta.Time [h]);Dosing:C03;BioLector:C02;10;Dosing;Fixed;
28.09.2017;21.03609;122;C03;pCA Dosing (Delta.Time [h]);Dosing:C03;BioLector:C03;10;Dosing;Fixed;
28.09.2017;21.03609;122;C04;pCA Dosing (Delta.Time [h]);Dosing:C03;BioLector:C04;10;Dosing;Fixed;
28.09.2017;21.03609;122;D06;pCA Dosing (Delta.Time [h]);Dosing:D02;BioLector:D06;10;Dosing;Fixed;
28.09.2017;21.03609;122;D07;pCA Dosing (Delta.Time [h]);Dosing:D02;BioLector:D07;10;Dosing;Fixed;
28.09.2017;21.03609;122;D01;pCA Dosing (Delta.Time [h]);Dosing:D03;BioLector:D01;10;Dosing;Fixed;
28.09.2017;21.03609;122;D02;pCA Dosing (Delta.Time [h]);Dosing:D03;BioLector:D02;10;Dosing;Fixed;
28.09.2017;21.03609;122;D03;pCA Dosing (Delta.Time [h]);Dosing:D03;BioLector:D03;10;Dosing;Fixed;
28.09.2017;21.03609;122;D04;pCA Dosing (Delta.Time [h]);Dosing:D03;BioLector:D04;10;Dosing;Fixed;
28.09.2017;21.03609;122;E05;pCA Dosing (Delta.Time [h]);Dosing:E02;BioLector:E05;10;Dosing;Fixed;
28.09.2017;21.03609;122;E06;pCA Dosing (Delta.Time [h]);Dosing:E02;BioLector:E06;10;Dosing;Fixed;
28.09.2017;21.03609;122;E02;pCA Dosing (Delta.Time [h]);Dosing:E03;BioLector:E02;10;Dosing;Fixed;
28.09.2017;21.03609;122;E03;pCA Dosing (Delta.Time [h]);Dosing:E03;BioLector:E03;10;Dosing;Fixed;
28.09.2017;21.03609;122;E04;pCA Dosing (Delta.Time [h]);Dosing:E03;BioLector:E04;10;Dosing;Fixed;
28.09.2017;21.03609;122;F06;pCA Dosing (Delta.Time [h]);Dosing:F02;BioLector:F06;10;Dosing;Fixed;
28.09.2017;21.03609;122;F04;pCA Dosing (Delta.Time [h]);Dosing:F03;BioLector:F04;10;Dosing;Fixed;
28.09.2017;21.03609;122;D02;Harvest (Delta.Time [h]);BioLector:D02;Sampling:B02;850;Sampling;Fixed;
28.09.2017;21.03609;122;D06;Harvest (Delta.Time [h]);BioLector:D06;Sampling:B05;850;Sampling;Fixed;
28.09.2017;21.03609;122;E02;Harvest (Delta.Time [h]);BioLector:E02;Sampling:C02;850;Sampling;Fixed;
28.09.2017;21.03609;122;E06;Harvest (Delta.Time [h]);BioLector:E06;Sampling:C05;850;Sampling;Fixed;
28.09.2017;21.03609;122;F06;Harvest (Delta.Time [h]);BioLector:F06;Sampling:D05;850;Sampling;Fixed;
28.09.2017;21.3704;123;A04;Glc Dosing (Delta.Time [h]);Dosing:A04;BioLector:A04;22;Dosing;Fixed;
28.09.2017;21.3704;123;A05;Glc Dosing (Delta.Time [h]);Dosing:A04;BioLector:A05;22;Dosing;Fixed;
28.09.2017;21.3704;123;A06;Glc Dosing (Delta.Time [h]);Dosing:A04;BioLector:A06;22;Dosing;Fixed;
28.09.2017;21.3704;123;A07;Glc Dosing (Delta.Time [h]);Dosing:A04;BioLector:A07;22;Dosing;Fixed;
28.09.2017;21.3704;123;A08;Glc Dosing (Delta.Time [h]);Dosing:A04;BioLector:A08;22;Dosing;Fixed;
28.09.2017;21.3704;123;B08;Glc Dosing (Delta.Time [h]);Dosing:B04;BioLector:B08;22;Dosing;Fixed;
28.09.2017;21.3704;123;C07;Glc Dosing (Delta.Time [h]);Dosing:C04;BioLector:C07;22;Dosing;Fixed;
28.09.2017;21.3704;123;C08;Glc Dosing (Delta.Time [h]);Dosing:C04;BioLector:C08;22;Dosing;Fixed;
28.09.2017;21.3704;123;D05;Glc Dosing (Delta.Time [h]);Dosing:D04;BioLector:D05;22;Dosing;Fixed;
28.09.2017;21.3704;123;D08;Glc Dosing (Delta.Time [h]);Dosing:D04;BioLector:D08;22;Dosing;Fixed;
28.09.2017;21.3704;123;E01;Glc Dosing (Delta.Time [h]);Dosing:E04;BioLector:E01;22;Dosing;Fixed;
28.09.2017;21.3704;123;E07;Glc Dosing (Delta.Time [h]);Dosing:E04;BioLector:E07;22;Dosing;Fixed;
28.09.2017;21.3704;123;E08;Glc Dosing (Delta.Time [h]);Dosing:E04;BioLector:E08;22;Dosing;Fixed;
28.09.2017;21.3704;123;F01;Glc Dosing (Delta.Time [h]);Dosing:F04;BioLector:F01;22;Dosing;Fixed;
28.09.2017;21.3704;123;F02;Glc Dosing (Delta.Time [h]);Dosing:F04;BioLector:F02;22;Dosing;Fixed;
28.09.2017;21.3704;123;F03;Glc Dosing (Delta.Time [h]);Dosing:F04;BioLector:F03;22;Dosing;Fixed;
28.09.2017;21.3704;123;F05;Glc Dosing (Delta.Time [h]);Dosing:F04;BioLector:F05;22;Dosing;Fixed;
28.09.2017;21.3704;123;F07;Glc Dosing (Delta.Time [h]);Dosing:F04;BioLector:F07;22;Dosing;Fixed;
28.09.2017;21.3704;123;F08;Glc Dosing (Delta.Time [h]);Dosing:F04;BioLector:F08;22;Dosing;Fixed;
28.09.2017;21.3704;123;A05;pCA Dosing (Delta.Time [h]);Dosing:A02;BioLector:A05;10;Dosing;Fixed;
28.09.2017;21.3704;123;A06;pCA Dosing (Delta.Time [h]);Dosing:A02;BioLector:A06;10;Dosing;Fixed;
28.09.2017;21.3704;123;A07;pCA Dosing (Delta.Time [h]);Dosing:A02;BioLector:A07;10;Dosing;Fixed;
28.09.2017;21.3704;123;A08;pCA Dosing (Delta.Time [h]);Dosing:A02;BioLector:A08;10;Dosing;Fixed;
28.09.2017;21.3704;123;A04;pCA Dosing (Delta.Time [h]);Dosing:A03;BioLector:A04;10;Dosing;Fixed;
28.09.2017;21.3704;123;B08;pCA Dosing (Delta.Time [h]);Dosing:B02;BioLector:B08;10;Dosing;Fixed;
28.09.2017;21.3704;123;C07;pCA Dosing (Delta.Time [h]);Dosing:C02;BioLector:C07;10;Dosing;Fixed;
28.09.2017;21.3704;123;C08;pCA Dosing (Delta.Time [h]);Dosing:C02;BioLector:C08;10;Dosing;Fixed;
28.09.2017;21.3704;123;D05;pCA Dosing (Delta.Time [h]);Dosing:D02;BioLector:D05;10;Dosing;Fixed;
28.09.2017;21.3704;123;D08;pCA Dosing (Delta.Time [h]);Dosing:D02;BioLector:D08;10;Dosing;Fixed;
28.09.2017;21.3704;123;E07;pCA Dosing (Delta.Time [h]);Dosing:E02;BioLector:E07;10;Dosing;Fixed;
28.09.2017;21.3704;123;E08;pCA Dosing (Delta.Time [h]);Dosing:E02;BioLector:E08;10;Dosing;Fixed;
28.09.2017;21.3704;123;E01;pCA Dosing (Delta.Time [h]);Dosing:E03;BioLector:E01;10;Dosing;Fixed;
28.09.2017;21.3704;123;F05;pCA Dosing (Delta.Time [h]);Dosing:F02;BioLector:F05;10;Dosing;Fixed;
28.09.2017;21.3704;123;F07;pCA Dosing (Delta.Time [h]);Dosing:F02;BioLector:F07;10;Dosing;Fixed;
28.09.2017;21.3704;123;F08;pCA Dosing (Delta.Time [h]);Dosing:F02;BioLector:F08;10;Dosing;Fixed;
28.09.2017;21.3704;123;F01;pCA Dosing (Delta.Time [h]);Dosing:F03;BioLector:F01;10;Dosing;Fixed;
28.09.2017;21.3704;123;F02;pCA Dosing (Delta.Time [h]);Dosing:F03;BioLector:F02;10;Dosing;Fixed;
28.09.2017;21.3704;123;F03;pCA Dosing (Delta.Time [h]);Dosing:F03;BioLector:F03;10;Dosing;Fixed;
28.09.2017;21.3704;123;F02;Harvest (Delta.Time [h]);BioLector:F02;Sampling:D02;850;Sampling;Fixed;
28.09.2017;22.95605;132;A01;Glc Dosing (Delta.Time [h]);Dosing:A04;BioLector:A01;22;Dosing;Fixed;
28.09.2017;22.95605;132;A02;Glc Dosing (Delta.Time [h]);Dosing:A04;BioLector:A02;22;Dosing;Fixed;
28.09.2017;22.95605;132;A03;Glc Dosing (Delta.Time [h]);Dosing:A04;BioLector:A03;22;Dosing;Fixed;
28.09.2017;22.95605;132;B01;Glc Dosing (Delta.Time [h]);Dosing:B04;BioLector:B01;22;Dosing;Fixed;
28.09.2017;22.95605;132;B02;Glc Dosing (Delta.Time [h]);Dosing:B04;BioLector:B02;22;Dosing;Fixed;
28.09.2017;22.95605;132;B03;Glc Dosing (Delta.Time [h]);Dosing:B04;BioLector:B03;22;Dosing;Fixed;
28.09.2017;22.95605;132;B04;Glc Dosing (Delta.Time [h]);Dosing:B04;BioLector:B04;22;Dosing;Fixed;
28.09.2017;22.95605;132;B05;Glc Dosing (Delta.Time [h]);Dosing:B04;BioLector:B05;22;Dosing;Fixed;
28.09.2017;22.95605;132;B06;Glc Dosing (Delta.Time [h]);Dosing:B04;BioLector:B06;22;Dosing;Fixed;
28.09.2017;22.95605;132;B07;Glc Dosing (Delta.Time [h]);Dosing:B04;BioLector:B07;22;Dosing;Fixed;
28.09.2017;22.95605;132;C01;Glc Dosing (Delta.Time [h]);Dosing:C04;BioLector:C01;22;Dosing;Fixed;
28.09.2017;22.95605;132;C02;Glc Dosing (Delta.Time [h]);Dosing:C04;BioLector:C02;22;Dosing;Fixed;
28.09.2017;22.95605;132;C03;Glc Dosing (Delta.Time [h]);Dosing:C04;BioLector:C03;22;Dosing;Fixed;
28.09.2017;22.95605;132;C04;Glc Dosing (Delta.Time [h]);Dosing:C04;BioLector:C04;22;Dosing;Fixed;
28.09.2017;22.95605;132;C05;Glc Dosing (Delta.Time [h]);Dosing:C04;BioLector:C05;22;Dosing;Fixed;
28.09.2017;22.95605;132;C06;Glc Dosing (Delta.Time [h]);Dosing:C04;BioLector:C06;22;Dosing;Fixed;
28.09.2017;22.95605;132;D01;Glc Dosing (Delta.Time [h]);Dosing:D04;BioLector:D01;22;Dosing;Fixed;
28.09.2017;22.95605;132;D02;Glc Dosing (Delta.Time [h]);Dosing:D04;BioLector:D02;22;Dosing;Fixed;
28.09.2017;22.95605;132;D03;Glc Dosing (Delta.Time [h]);Dosing:D04;BioLector:D03;22;Dosing;Fixed;
28.09.2017;22.95605;132;D04;Glc Dosing (Delta.Time [h]);Dosing:D04;BioLector:D04;22;Dosing;Fixed;
28.09.2017;22.95605;132;D06;Glc Dosing (Delta.Time [h]);Dosing:D04;BioLector:D06;22;Dosing;Fixed;
28.09.2017;22.95605;132;D07;Glc Dosing (Delta.Time [h]);Dosing:D04;BioLector:D07;22;Dosing;Fixed;
28.09.2017;22.95605;132;E02;Glc Dosing (Delta.Time [h]);Dosing:E04;BioLector:E02;22;Dosing;Fixed;
28.09.2017;22.95605;132;E03;Glc Dosing (Delta.Time [h]);Dosing:E04;BioLector:E03;22;Dosing;Fixed;
28.09.2017;22.95605;132;E04;Glc Dosing (Delta.Time [h]);Dosing:E04;BioLector:E04;22;Dosing;Fixed;
28.09.2017;22.95605;132;E05;Glc Dosing (Delta.Time [h]);Dosing:E04;BioLector:E05;22;Dosing;Fixed;
28.09.2017;22.95605;132;E06;Glc Dosing (Delta.Time [h]);Dosing:E04;BioLector:E06;22;Dosing;Fixed;
28.09.2017;22.95605;132;F04;Glc Dosing (Delta.Time [h]);Dosing:F04;BioLector:F04;22;Dosing;Fixed;
28.09.2017;22.95605;132;F06;Glc Dosing (Delta.Time [h]);Dosing:F04;BioLector:F06;22;Dosing;Fixed;
28.09.2017;23.15991;133;A04;Glc Dosing (Delta.Time [h]);Dosing:A04;BioLector:A04;22;Dosing;Fixed;
28.09.2017;23.15991;133;A05;Glc Dosing (Delta.Time [h]);Dosing:A04;BioLector:A05;22;Dosing;Fixed;
28.09.2017;23.15991;133;A06;Glc Dosing (Delta.Time [h]);Dosing:A04;BioLector:A06;22;Dosing;Fixed;
28.09.2017;23.15991;133;A07;Glc Dosing (Delta.Time [h]);Dosing:A04;BioLector:A07;22;Dosing;Fixed;
28.09.2017;23.15991;133;A08;Glc Dosing (Delta.Time [h]);Dosing:A04;BioLector:A08;22;Dosing;Fixed;
28.09.2017;23.15991;133;B08;Glc Dosing (Delta.Time [h]);Dosing:B04;BioLector:B08;22;Dosing;Fixed;
28.09.2017;23.15991;133;C07;Glc Dosing (Delta.Time [h]);Dosing:C04;BioLector:C07;22;Dosing;Fixed;
28.09.2017;23.15991;133;C08;Glc Dosing (Delta.Time [h]);Dosing:C04;BioLector:C08;22;Dosing;Fixed;
28.09.2017;23.15991;133;D05;Glc Dosing (Delta.Time [h]);Dosing:D04;BioLector:D05;22;Dosing;Fixed;
28.09.2017;23.15991;133;D08;Glc Dosing (Delta.Time [h]);Dosing:D04;BioLector:D08;22;Dosing;Fixed;
28.09.2017;23.15991;133;E01;Glc Dosing (Delta.Time [h]);Dosing:E04;BioLector:E01;22;Dosing;Fixed;
28.09.2017;23.15991;133;E07;Glc Dosing (Delta.Time [h]);Dosing:E04;BioLector:E07;22;Dosing;Fixed;
28.09.2017;23.15991;133;E08;Glc Dosing (Delta.Time [h]);Dosing:E04;BioLector:E08;22;Dosing;Fixed;
28.09.2017;23.15991;133;F01;Glc Dosing (Delta.Time [h]);Dosing:F04;BioLector:F01;22;Dosing;Fixed;
28.09.2017;23.15991;133;F02;Glc Dosing (Delta.Time [h]);Dosing:F04;BioLector:F02;22;Dosing;Fixed;
28.09.2017;23.15991;133;F03;Glc Dosing (Delta.Time [h]);Dosing:F04;BioLector:F03;22;Dosing;Fixed;
28.09.2017;23.15991;133;F05;Glc Dosing (Delta.Time [h]);Dosing:F04;BioLector:F05;22;Dosing;Fixed;
28.09.2017;23.15991;133;A01;pCA Dosing (Delta.Time [h]);Dosing:A03;BioLector:A01;10;Dosing;Fixed;
28.09.2017;23.15991;133;A02;pCA Dosing (Delta.Time [h]);Dosing:A03;BioLector:A02;10;Dosing;Fixed;
28.09.2017;23.15991;133;A03;pCA Dosing (Delta.Time [h]);Dosing:A03;BioLector:A03;10;Dosing;Fixed;
28.09.2017;23.15991;133;B05;pCA Dosing (Delta.Time [h]);Dosing:B02;BioLector:B05;10;Dosing;Fixed;
28.09.2017;23.15991;133;B06;pCA Dosing (Delta.Time [h]);Dosing:B02;BioLector:B06;10;Dosing;Fixed;
28.09.2017;23.15991;133;B07;pCA Dosing (Delta.Time [h]);Dosing:B02;BioLector:B07;10;Dosing;Fixed;
28.09.2017;23.15991;133;B01;pCA Dosing (Delta.Time [h]);Dosing:B03;BioLector:B01;10;Dosing;Fixed;
28.09.2017;23.15991;133;B02;pCA Dosing (Delta.Time [h]);Dosing:B03;BioLector:B02;10;Dosing;Fixed;
28.09.2017;23.15991;133;B03;pCA Dosing (Delta.Time [h]);Dosing:B03;BioLector:B03;10;Dosing;Fixed;
28.09.2017;23.15991;133;B04;pCA Dosing (Delta.Time [h]);Dosing:B03;BioLector:B04;10;Dosing;Fixed;
28.09.2017;23.15991;133;C05;pCA Dosing (Delta.Time [h]);Dosing:C02;BioLector:C05;10;Dosing;Fixed;
28.09.2017;23.15991;133;C06;pCA Dosing (Delta.Time [h]);Dosing:C02;BioLector:C06;10;Dosing;Fixed;
28.09.2017;23.15991;133;C01;pCA Dosing (Delta.Time [h]);Dosing:C03;BioLector:C01;10;Dosing;Fixed;
28.09.2017;23.15991;133;C02;pCA Dosing (Delta.Time [h]);Dosing:C03;BioLector:C02;10;Dosing;Fixed;
28.09.2017;23.15991;133;C03;pCA Dosing (Delta.Time [h]);Dosing:C03;BioLector:C03;10;Dosing;Fixed;
28.09.2017;23.15991;133;C04;pCA Dosing (Delta.Time [h]);Dosing:C03;BioLector:C04;10;Dosing;Fixed;
28.09.2017;23.15991;133;D06;pCA Dosing (Delta.Time [h]);Dosing:D02;BioLector:D06;10;Dosing;Fixed;
28.09.2017;23.15991;133;D07;pCA Dosing (Delta.Time [h]);Dosing:D02;BioLector:D07;10;Dosing;Fixed;
28.09.2017;23.15991;133;D01;pCA Dosing (Delta.Time [h]);Dosing:D03;BioLector:D01;10;Dosing;Fixed;
28.09.2017;23.15991;133;D02;pCA Dosing (Delta.Time [h]);Dosing:D03;BioLector:D02;10;Dosing;Fixed;
28.09.2017;23.15991;133;D03;pCA Dosing (Delta.Time [h]);Dosing:D03;BioLector:D03;10;Dosing;Fixed;
28.09.2017;23.15991;133;D04;pCA Dosing (Delta.Time [h]);Dosing:D03;BioLector:D04;10;Dosing;Fixed;
28.09.2017;23.15991;133;E05;pCA Dosing (Delta.Time [h]);Dosing:E02;BioLector:E05;10;Dosing;Fixed;
28.09.2017;23.15991;133;E06;pCA Dosing (Delta.Time [h]);Dosing:E02;BioLector:E06;10;Dosing;Fixed;
28.09.2017;23.15991;133;E02;pCA Dosing (Delta.Time [h]);Dosing:E03;BioLector:E02;10;Dosing;Fixed;
28.09.2017;23.15991;133;E03;pCA Dosing (Delta.Time [h]);Dosing:E03;BioLector:E03;10;Dosing;Fixed;
28.09.2017;23.15991;133;E04;pCA Dosing (Delta.Time [h]);Dosing:E03;BioLector:E04;10;Dosing;Fixed;
28.09.2017;23.15991;133;F06;pCA Dosing (Delta.Time [h]);Dosing:F02;BioLector:F06;10;Dosing;Fixed;
28.09.2017;23.15991;133;F04;pCA Dosing (Delta.Time [h]);Dosing:F03;BioLector:F04;10;Dosing;Fixed;
28.09.2017;23.15991;133;A03;Harvest (Delta.Time [h]);BioLector:A03;Sampling:E02;850;Sampling;Fixed;
28.09.2017;23.15991;133;B03;Harvest (Delta.Time [h]);BioLector:B03;Sampling:F02;850;Sampling;Fixed;
28.09.2017;23.15991;133;B07;Harvest (Delta.Time [h]);BioLector:B07;Sampling:F05;850;Sampling;Fixed;
28.09.2017;23.15991;133;C03;Harvest (Delta.Time [h]);BioLector:C03;Sampling:G02;850;Sampling;Fixed;
28.09.2017;23.45015;134;F07;Glc Dosing (Delta.Time [h]);Dosing:F04;BioLector:F07;22;Dosing;Fixed;
28.09.2017;23.45015;134;F08;Glc Dosing (Delta.Time [h]);Dosing:F04;BioLector:F08;22;Dosing;Fixed;
28.09.2017;23.45015;134;A05;pCA Dosing (Delta.Time [h]);Dosing:A02;BioLector:A05;10;Dosing;Fixed;
28.09.2017;23.45015;134;A06;pCA Dosing (Delta.Time [h]);Dosing:A02;BioLector:A06;10;Dosing;Fixed;
28.09.2017;23.45015;134;A07;pCA Dosing (Delta.Time [h]);Dosing:A02;BioLector:A07;10;Dosing;Fixed;
28.09.2017;23.45015;134;A08;pCA Dosing (Delta.Time [h]);Dosing:A02;BioLector:A08;10;Dosing;Fixed;
28.09.2017;23.45015;134;A04;pCA Dosing (Delta.Time [h]);Dosing:A03;BioLector:A04;10;Dosing;Fixed;
28.09.2017;23.45015;134;B08;pCA Dosing (Delta.Time [h]);Dosing:B02;BioLector:B08;10;Dosing;Fixed;
28.09.2017;23.45015;134;C07;pCA Dosing (Delta.Time [h]);Dosing:C02;BioLector:C07;10;Dosing;Fixed;
28.09.2017;23.45015;134;C08;pCA Dosing (Delta.Time [h]);Dosing:C02;BioLector:C08;10;Dosing;Fixed;
28.09.2017;23.45015;134;D05;pCA Dosing (Delta.Time [h]);Dosing:D02;BioLector:D05;10;Dosing;Fixed;
28.09.2017;23.45015;134;D08;pCA Dosing (Delta.Time [h]);Dosing:D02;BioLector:D08;10;Dosing;Fixed;
28.09.2017;23.45015;134;E07;pCA Dosing (Delta.Time [h]);Dosing:E02;BioLector:E07;10;Dosing;Fixed;
28.09.2017;23.45015;134;E08;pCA Dosing (Delta.Time [h]);Dosing:E02;BioLector:E08;10;Dosing;Fixed;
28.09.2017;23.45015;134;E01;pCA Dosing (Delta.Time [h]);Dosing:E03;BioLector:E01;10;Dosing;Fixed;
28.09.2017;23.45015;134;F05;pCA Dosing (Delta.Time [h]);Dosing:F02;BioLector:F05;10;Dosing;Fixed;
28.09.2017;23.45015;134;F07;pCA Dosing (Delta.Time [h]);Dosing:F02;BioLector:F07;10;Dosing;Fixed;
28.09.2017;23.45015;134;F08;pCA Dosing (Delta.Time [h]);Dosing:F02;BioLector:F08;10;Dosing;Fixed;
28.09.2017;23.45015;134;F01;pCA Dosing (Delta.Time [h]);Dosing:F03;BioLector:F01;10;Dosing;Fixed;
28.09.2017;23.45015;134;F02;pCA Dosing (Delta.Time [h]);Dosing:F03;BioLector:F02;10;Dosing;Fixed;
28.09.2017;23.45015;134;F03;pCA Dosing (Delta.Time [h]);Dosing:F03;BioLector:F03;10;Dosing;Fixed;
28.09.2017;23.45015;134;A07;Harvest (Delta.Time [h]);BioLector:A07;Sampling:E05;850;Sampling;Fixed;
28.09.2017;23.45015;134;C07;Harvest (Delta.Time [h]);BioLector:C07;Sampling:G05;850;Sampling;Fixed;
28.09.2017;24.98841;143;A01;Glc Dosing (Delta.Time [h]);Dosing:A04;BioLector:A01;22;Dosing;Fixed;
28.09.2017;24.98841;143;A02;Glc Dosing (Delta.Time [h]);Dosing:A04;BioLector:A02;22;Dosing;Fixed;
28.09.2017;24.98841;143;A03;Glc Dosing (Delta.Time [h]);Dosing:A04;BioLector:A03;22;Dosing;Fixed;
28.09.2017;24.98841;143;B01;Glc Dosing (Delta.Time [h]);Dosing:B04;BioLector:B01;22;Dosing;Fixed;
28.09.2017;24.98841;143;B02;Glc Dosing (Delta.Time [h]);Dosing:B04;BioLector:B02;22;Dosing;Fixed;
28.09.2017;24.98841;143;B03;Glc Dosing (Delta.Time [h]);Dosing:B04;BioLector:B03;22;Dosing;Fixed;
28.09.2017;24.98841;143;B04;Glc Dosing (Delta.Time [h]);Dosing:B04;BioLector:B04;22;Dosing;Fixed;
28.09.2017;24.98841;143;B05;Glc Dosing (Delta.Time [h]);Dosing:B04;BioLector:B05;22;Dosing;Fixed;
28.09.2017;24.98841;143;B06;Glc Dosing (Delta.Time [h]);Dosing:B04;BioLector:B06;22;Dosing;Fixed;
28.09.2017;24.98841;143;B07;Glc Dosing (Delta.Time [h]);Dosing:B04;BioLector:B07;22;Dosing;Fixed;
28.09.2017;24.98841;143;C01;Glc Dosing (Delta.Time [h]);Dosing:C04;BioLector:C01;22;Dosing;Fixed;
28.09.2017;24.98841;143;C02;Glc Dosing (Delta.Time [h]);Dosing:C04;BioLector:C02;22;Dosing;Fixed;
28.09.2017;24.98841;143;C03;Glc Dosing (Delta.Time [h]);Dosing:C04;BioLector:C03;22;Dosing;Fixed;
28.09.2017;24.98841;143;C04;Glc Dosing (Delta.Time [h]);Dosing:C04;BioLector:C04;22;Dosing;Fixed;
28.09.2017;24.98841;143;C05;Glc Dosing (Delta.Time [h]);Dosing:C04;BioLector:C05;22;Dosing;Fixed;
28.09.2017;24.98841;143;C06;Glc Dosing (Delta.Time [h]);Dosing:C04;BioLector:C06;22;Dosing;Fixed;
28.09.2017;24.98841;143;D01;Glc Dosing (Delta.Time [h]);Dosing:D04;BioLector:D01;22;Dosing;Fixed;
28.09.2017;24.98841;143;D02;Glc Dosing (Delta.Time [h]);Dosing:D04;BioLector:D02;22;Dosing;Fixed;
28.09.2017;24.98841;143;D03;Glc Dosing (Delta.Time [h]);Dosing:D04;BioLector:D03;22;Dosing;Fixed;
28.09.2017;24.98841;143;D04;Glc Dosing (Delta.Time [h]);Dosing:D04;BioLector:D04;22;Dosing;Fixed;
28.09.2017;24.98841;143;D06;Glc Dosing (Delta.Time [h]);Dosing:D04;BioLector:D06;22;Dosing;Fixed;
28.09.2017;24.98841;143;D07;Glc Dosing (Delta.Time [h]);Dosing:D04;BioLector:D07;22;Dosing;Fixed;
28.09.2017;24.98841;143;E02;Glc Dosing (Delta.Time [h]);Dosing:E04;BioLector:E02;22;Dosing;Fixed;
28.09.2017;24.98841;143;E03;Glc Dosing (Delta.Time [h]);Dosing:E04;BioLector:E03;22;Dosing;Fixed;
28.09.2017;24.98841;143;E04;Glc Dosing (Delta.Time [h]);Dosing:E04;BioLector:E04;22;Dosing;Fixed;
28.09.2017;24.98841;143;E05;Glc Dosing (Delta.Time [h]);Dosing:E04;BioLector:E05;22;Dosing;Fixed;
28.09.2017;24.98841;143;E06;Glc Dosing (Delta.Time [h]);Dosing:E04;BioLector:E06;22;Dosing;Fixed;
28.09.2017;24.98841;143;F04;Glc Dosing (Delta.Time [h]);Dosing:F04;BioLector:F04;22;Dosing;Fixed;
28.09.2017;24.98841;143;F06;Glc Dosing (Delta.Time [h]);Dosing:F04;BioLector:F06;22;Dosing;Fixed;
28.09.2017;25.19336;144;A04;Glc Dosing (Delta.Time [h]);Dosing:A04;BioLector:A04;22;Dosing;Fixed;
28.09.2017;25.19336;144;A05;Glc Dosing (Delta.Time [h]);Dosing:A04;BioLector:A05;22;Dosing;Fixed;
28.09.2017;25.19336;144;A06;Glc Dosing (Delta.Time [h]);Dosing:A04;BioLector:A06;22;Dosing;Fixed;
28.09.2017;25.19336;144;A07;Glc Dosing (Delta.Time [h]);Dosing:A04;BioLector:A07;22;Dosing;Fixed;
28.09.2017;25.19336;144;A08;Glc Dosing (Delta.Time [h]);Dosing:A04;BioLector:A08;22;Dosing;Fixed;
28.09.2017;25.19336;144;B08;Glc Dosing (Delta.Time [h]);Dosing:B04;BioLector:B08;22;Dosing;Fixed;
28.09.2017;25.19336;144;C07;Glc Dosing (Delta.Time [h]);Dosing:C04;BioLector:C07;22;Dosing;Fixed;
28.09.2017;25.19336;144;C08;Glc Dosing (Delta.Time [h]);Dosing:C04;BioLector:C08;22;Dosing;Fixed;
28.09.2017;25.19336;144;D05;Glc Dosing (Delta.Time [h]);Dosing:D04;BioLector:D05;22;Dosing;Fixed;
28.09.2017;25.19336;144;D08;Glc Dosing (Delta.Time [h]);Dosing:D04;BioLector:D08;22;Dosing;Fixed;
28.09.2017;25.19336;144;E01;Glc Dosing (Delta.Time [h]);Dosing:E04;BioLector:E01;22;Dosing;Fixed;
28.09.2017;25.19336;144;E07;Glc Dosing (Delta.Time [h]);Dosing:E04;BioLector:E07;22;Dosing;Fixed;
28.09.2017;25.19336;144;E08;Glc Dosing (Delta.Time [h]);Dosing:E04;BioLector:E08;22;Dosing;Fixed;
28.09.2017;25.19336;144;F01;Glc Dosing (Delta.Time [h]);Dosing:F04;BioLector:F01;22;Dosing;Fixed;
